statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec
South Carolina,2,4,7,"money that is paid to the government on income, purchases, property",1,91,paid taxes on property and purchases,would rather not have to pay taxes,income tax,1,"social security tax, state tax, federal tax, F.I.C.A tax",0,0,I am glad that my taxes go towards education,not sure what I would be upset in that my tax dollars pay for,"i guess I have profited through taxes paid to schools and police protection.  Also, through social security.",80,"expenditures by the government for personal reasons, and yet, our taxes pay for them.",3,,2,"I think it is unfair when someone has not worked a day during the year, and yet, they qualify for the EIC because they have low or no income and have a child/children within the qualified arena.  ",5,6,3,2,30,2,2,3,4,1,1,6,1,1,41,20,1,12,0.432154266
North Carolina,2,3,6, Money that is levied by the government on citizens.,1,29,"Everytime I purchase something, I pay a sales tax.",It's OK as long as the taxes are fair.,Federal taxes are the biggest share.,1,"Federal, Fica, state",0,,"National security, roads, local police","Government pensions, pork projects, waste in food stamps and welfare programs.","Yes! Military, roads, police",71,"Mismanagement, pork projects, duplication of services",3,,1,I feel it is a duplicate program and lots of people receive that don't need.,6,6,2,1,32,1,2,2,4,2,1,3,1,1,34,7,1,14,0.74043831
Massachusetts,2,2,4,more money to pay out and things will cost us more,1,87,i paid excise tax on my automobile,i rather have no tax at all,income tax,0,,0,0,i do not think i am glad that my tax dollar has paid out anything.  I wish we did not have taxes..,road repairs that the city should pay for,no not really .  I have to give more money out that i could use for other things,52,spending unwisely,3,,3,,6,4,2,1,54,1,3,3,4,1,1,6,2,1,22,15,1,5,0.498672977
Arizona,1,4,7,"Compulsory payments that must be made when purchasing anything in the U.S., that is used to better improve the U.S.'s quality of life",3,90,When I brought food from a local cafeteria,I have no idea,Employment tax,0,,1,none,Improving life in the U.S.A.,They support politicians who see no shame in doublecrossing citizens to put more cash in their own pockets,I don't feel I've benefited.,15,"Cash they spend on their own personal pursuits or interests, or mindless squandering",3,,3,,7,6,2,1,10,1,3,2,4,1,2,3,5,3,3,63,2,12,5.000086947
Maryland,1,5,1,nonenonenonenonenonenoneoneoneoneon,1,93,nonenonenonenoenoneonoenoeneoneoneonen,nonen,none,1,none,0,0,nonenonenonenonenonenonenone,nonenonenonenonenoennonenone,none,63,none,4,,4,,1,2,NA,1,0,1,2,3,4,2,1,3,5,3,21,51,2,13,2.364219449
Wisconsin,2,3,2,money owed to the State or Federal government,2,81,Pay when ever I buy something from a store. Taxes were always payed before I retired.,"Sometimes good, sometimes not so good. ",Buying products from stores.,1,"Social Security, work compensation, state.",0,no,"Education, helping the poor, drilling for oil.","All the vacations and trips Obama and his wife take, paying high wages, medical for the polititions  received. They should have to buy their medical with Obamacare like everyone else.","road maintenance, Social Security, ",41,Special interests that are added to bills that people aren't told about. Providing welfair & medical to illegal aliens. ,2,Don't remember to much about that. It was quit a few years ago,3,,6,2,3,1,5,1,2,1,4,1,1,3,3,3,50,11,1,1,0.625456966
North Carolina,1,5,7,paying them and waiting to receive them,1,100,I paid sales tax on a food item,feels fine. Everyone has to do it.,federal,1,"Social Security, federal, state, fica",0,1,no I am not very happy about it,people that don't really need it,none,27,the they use the money,3,,1,it helps people out,1,7,2,1,36,1,1,2,4,2,1,3,6,1,34,46,1,11,0.789782315
Iowa,1,1,4, more money I do not have to spend on thinges we do not need,1,60,Ii had to pay tax on the gas I got,I hate paying taxes knowing 1/3 of the u.s do not pay taxes,40% of my money is on taxes,1,"fed , state,ss",0,wife,"ss,schools,cops,highwayes",the givewayes and tax broke for big buss,I get ss,60,give away money to over sea,3,,1,the money doesn't go to help the child beside the tax credit gives away to much money,6,6,1,1,20,1,2,2,4,3,1,1,1,2,16,14,1,7,0.787470485
Missouri,2,3,2,price for government to provide services and defend the country,1,67,"today, paid sales tax at store",it feels good that I am in a position that paying taxes is part of my duty as a US citizen,income taxes,1,Federal income / State income / Local income / Medicare / Social Security,0,spouse,"Defense, education, Social Security. Medicare, health care for uninsured children, food programs for struggling families",programs that are attached to bills by individual Members of Congress that are not beneficial to the masses,"I certainly benefit  from the defense of our nation, from road and bridges being built and maintained, from a public school education, from the Social Security benefits and Medicare benefits my husband receives",12,items attached to bills in Congress that benefit a very limited number of people in their own district,3,,2,I think it helps a lot of low-income workers with families,6,4,2,1,55,1,2,3,2,2,1,3,1,1,26,20,1,14,0.631508565
Virginia,1,4,2,having to pay lots of money to the government,1,93,2012 was the last year that I had to pay taxes and that was because of my fucking stupid ass wife.,fucked up,real estate and personal property,1,fica / medical / unmfirom / state and federal taxes,0,,not a damned thing its all bullshit as far as I'm coincerned,everytjhing that it does pay for.,hell no !!!!,100,the government in general...what a fuckng waste,3,,1,its fucked up also,1,4,3,1,2,1,3,1,1,2,2,1,4,1,47,28,2,8,1.103625348
Nevada,2,2,1,if I have to pay a lot that means I made a lot,1,50,the last time I purchased something that was taxable,necessary,income,1,"federal, ssi, medicaid",0,no,Taking care of people that live here that need help.,We spend too much money helping other countries fight their wars,"yes, I live in the USA",40,foreign aid,2,helped with our bottom line,1,I think it is wonderful that a single mother of 6 works full time instead of collecting public assistance.,4,2,2,1,40,1,2,2,4,1,1,6,3,1,29,23,1,12,0.3930594
Pennsylvania,1,2,4,a lot of money out of my paycheck,1,80,buying and  pumping gas for my vehical,not bad - just wish it wasnt so much,some where around 30% i would say,1,school tax and local taxes and federal taxes,1,no,repaving of local roads and school for my child,trips and vacations for the politiations and there gas money and any fraud they do,not reallly / ,60,studys of the stupidest kind,2,adds up -  but helps at the end of the year with property taxes due,3,,2,6,2,1,20,2,2,2,4,4,4,6,1,1,39,35,1,7,0.429536552
New York,1,3,4,I'm sorry absolutely nothing comes to mind when I think of the wordNothing Comes to mind,3,56,Oh joy I get a paycheck for being in the worker,I feel it's a rule on duty,Nothing,1,I can't remember how much,0,0,Nothing absolutely nothing I get really pissed,The liberal arts programs any stupid grants for people to stupid,Nothing comes to mind,53,Nothing comes to my money,4,,3,,9,NA,4,2,62,2,NA,3,NA,4,3,6,5,5,33,42,1,1,0.623493423
Wisconsin,2,5,4,"Higher taxes, fewer things I can afford.",1,90,"When I was employed outside the home, about 4 years ago. I'm now an unpaid caregiver living at home and doing surveys like this one to bring some money in, but that's about it. I have also set up a home-based business, but have yet to make a profit off of that.",It feels like I am doing my share and am a responsible citizen of this country.,Sales tax.,1,"Social Security, Fica, and State/local taxes. 401K deductions were on there too.",0,0,"The Badgercare program that covers my insurance, and my mom's Medicare.",The self-indulgent salaries of US Congress members.,"Again, my Badgercare insurance (which is part of Medicaid) and my mom's Medicare...",58,Politician salaries,3,,3,,8,7,4,1,1,1,2,1,4,2,1,3,5,4,50,34,1,8,0.538743107
Florida,1,2,4,i feel that we are being taxed enough,1,86,sales tax at a big box store,i feel that i am being taken advantage of,federal taxes,1,federal fica social security ,0,no,my compensation for services if i am ever in need of them,the support of illegal aliens,yes  because i have had to use unemployment benifits in the past,60,projects not known to the general public,3,,1,i think it is fantastic,1,4,4,2,12,2,3,3,4,1,1,6,1,3,10,31,1,11,0.432154266
California,1,2,4,excess money on things we buy,1,70,on the groceries we just bought this weekend,it the taxes go to our schools for improvement then it feels fine,income and grocery tax,1,"state, federal, income",1,no,Have not seen anything that my tax dollars have paid for at least where I live,"illegal immigrants ""needs""","No, because I don't see where the taxes I have paid have gone to improving schools and roads",49,The things that the taxes are supposed to pay for I have not seen improvement,4,,4,,8,3,2,1,47,1,2,4,4,2,1,1,1,3,5,29,1,12,0.3930594
California,2,4,6,"A loss of my money.  I already owe the IRS and make monthly payments, so when I hear the word taxes, all I can think of is the amount of money being taken away from my income.",1,71,I just paid tax at the grocery store for the food I purchased.,I don't like paying taxes.  We pay taxes and our country is still poor.,Federal Income Tax,1,"Federal, State, FICA",0,No,"I honestly don't see where it pays much of anything except welfare programs for people too lazy to get a job and work.  It doesn't help pay for education, or I should say the little help it provides isn't enough for someone in school to get an education without going in debt to the government.","I am upset that my tax dollars are spent on welfare programs for lazy people. The welfare departments don't screen applicants well enough.  I do believe there are many who deserve, need and appreciate the assistance, but there are too many who do not and only abuse  the system.",NO,30,Our huge deficit,3,,1,"All it does is allow the low income families on welfare, with too may kids who only work part time to purchase all the things the rest of us can't",1,4,3,1,49,1,3,3,4,1,1,6,1,3,5,41,1,14,0.84202368
New York,1,2,4,money gone is the first thing,1,81,it was a sales tax on an item,I could do without it,income tax is the biggest,1,"Federal, state, ",0,no,"improved highways, bridges, overall road conditions",political agendas of which I disapprove,not as much as I have paid in,41,salaries after the fact,3,,3,,6,6,3,1,40,2,4,3,4,3,4,6,5,3,33,20,1,10,0.429536552
Virginia,4,5,7,money out of my pocket that is often used for stuff I do not approve of,1,91,"at the fast food place, when buying groceries",Stressful,income taxes,1,"Income federal and state, medicare, social security",0,1,"national defense, social security, medicare, national and state infrasturcture","Obama care, national endowment for the arts","Yes for national defense, medicare and social secutity and infrastructure.",81,Obama care,2,beneficially in that we kept more of our earned income,3,,6,7,3,1,50,1,3,1,4,2,1,3,1,3,47,13,1,12,0.631671616
